date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,zona_metropolitana,fecha_estimado
2020-02-26,1.524804563555181,1.5120490503194206,1.2846188571735573,1.7768338322274917,8.046969251934359,0.0,0.0,0.0,0.0,01.01,2021-06-23
2020-02-27,1.519371298683337,1.5072022557147746,1.2804630013713227,1.7466885940032633,0.08664580617847709,0.8215023958478725,0.0,0.0,0.0,01.01,2021-06-23
2020-02-28,1.5151256380387648,1.502854172139243,1.2969018960254959,1.7494751252794354,1.2284947063185314,1.1404317543074372,0.0,0.0,0.0,01.01,2021-06-23
2020-02-29,1.5130442869220098,1.4970294040270709,1.2693772430384964,1.7139696355194907,2.333033042006002,1.2965891271403538,0.0,0.0,0.0,01.01,2021-06-23
2020-03-01,1.5083011125459773,1.4937498792226243,1.2986288805961874,1.7311242998581664,2.5298679303263554,1.474849025303346,0.0,0.0,0.0,01.01,2021-06-23
2020-03-02,1.500062659243426,1.4918926532682524,1.2539860502782751,1.6721342576180196,2.5723909984598152,1.667130099772116,0.0,0.0,0.0,01.01,2021-06-23
2020-03-03,1.4973965313685753,1.4911041851116138,1.2501287302271782,1.6623380950302125,2.7570212815262147,1.8509500093192424,0.0,0.0,0.0,01.01,2021-06-23
2020-03-04,1.491716398012105,1.4776843216262188,1.2743354070943789,1.6753703836334004,3.0047114946841966,2.0308262885048527,0.0,0.0,0.0,01.01,2021-06-23
2020-03-05,1.4862249653989383,1.4791609397970928,1.2682259935411822,1.6544819527997123,3.2573318210699336,2.2159001426016007,0.0,0.0,0.0,01.01,2021-06-23
2020-03-06,1.4756736067307217,1.4689796507506339,1.255501410969341,1.624694604736495,3.5202472135978278,2.4104985608967646,0.0,0.0,0.0,01.01,2021-06-23
2020-03-07,1.46971315222084,1.4610711509429066,1.2666005884396483,1.6296013814425125,3.804302768594574,2.61670630778021,3.7707823371329954,1.0,5.0,01.01,2021-06-23
2020-03-08,1.456774556965086,1.4432317125472518,1.2964742108606608,1.6500483759140627,4.10988998469289,2.8364605298002146,0.0,0.0,6.0,01.01,2021-06-23
2020-03-09,1.4448363482974436,1.4404635803661212,1.2750662567760702,1.6102775940065572,4.436214479654231,3.071490128693844,0.0,0.0,7.0,01.01,2021-06-23
2020-03-10,1.4305696721564438,1.4220147084830648,1.2473911449942625,1.5679204152993564,4.782331841836378,3.3231710170346243,3.7707823371329954,1.0,8.0,01.01,2021-06-23
2020-03-11,1.4188715451740677,1.411465713316748,1.2652188774992241,1.5692525327609228,5.14727358183303,3.5924762655618956,0.0,0.0,8.0,01.01,2021-06-23
2020-03-12,1.4058197143905096,1.4045565341135977,1.233190039647665,1.5317448084605605,5.530524590647062,3.8799914136341793,3.7707823371329954,1.0,12.0,01.01,2021-06-23
2020-03-13,1.3901843837421348,1.3848115785193542,1.2306394824199287,1.513085482060411,5.932395395723517,4.186007809811458,0.0,0.0,14.0,01.01,2021-06-23
2020-03-14,1.3746963693784544,1.3729037616985558,1.2386369119514402,1.506163144850572,6.35280383305471,4.51068139266619,3.7707823371329954,1.0,14.0,01.01,2021-06-23
2020-03-15,1.3601985695258128,1.3560774170245824,1.2248624802514758,1.4807105177206754,6.789598278525622,4.854081692578746,0.0,0.0,13.0,01.01,2021-06-23
2020-03-16,1.3452444093052083,1.3442532293597393,1.1903847903002147,1.4399499195315948,7.240334612649374,5.216011531390448,7.541564674265991,2.0,15.0,01.01,2021-06-23
2020-03-17,1.330525374192416,1.330157279458206,1.2001282048461788,1.4402322494812902,7.695182788105915,5.585778010585964,7.541564674265991,2.0,24.0,01.01,2021-06-23
2020-03-18,1.3138410927130153,1.3163636608221978,1.18935285151757,1.4254788754121022,8.172502672396783,5.984828547020582,15.083129348531982,4.0,31.0,01.01,2021-06-23
2020-03-19,1.3007955389123758,1.3019105728559788,1.1784157585347248,1.407587966387277,8.656720978757901,6.3977767429690555,7.541564674265991,2.0,24.0,01.01,2021-06-23
2020-03-20,1.2899357968105765,1.288973680403581,1.1752421848701935,1.4052252888689363,9.145561652288508,6.824318765833048,11.312347011398986,3.0,18.0,01.01,2021-06-23
