date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,zona_metropolitana,fecha_estimado
2020-02-12,1.4901326499431535,1.4612900046863282,1.1472763816694573,1.7267399468502893,1.7737701387474485,0.0,0.0,0.0,0.0,13.01,2020-08-17
2020-02-13,1.4867743305473087,1.4639488947704251,1.1794592956358139,1.7378828253103678,0.018161026729900432,0.18630677392545034,0.0,0.0,0.0,13.01,2020-08-17
2020-02-14,1.4854295649366946,1.453993767173774,1.1715819385218051,1.72618976835307,0.2574849696594386,0.25853755376313553,0.0,0.0,0.0,13.01,2020-08-17
2020-02-15,1.4846292280467739,1.4511112465468177,1.1719483622089586,1.7190399528155436,0.48876774347174395,0.2925171043874782,0.0,0.0,0.0,13.01,2020-08-17
2020-02-16,1.481005848283701,1.4513863823412616,1.193068868175659,1.7323720439500494,0.5281366866009412,0.32973541232495024,0.0,0.0,0.0,13.01,2020-08-17
2020-02-17,1.4780161319669842,1.4516555581566255,1.1889218085960902,1.7058431758748953,0.5323088476297638,0.36919781260247314,0.0,0.0,0.0,13.01,2020-08-17
2020-02-18,1.474301079368665,1.447003699520361,1.1725892097451165,1.678558258530674,0.5645298088709577,0.4061821665127799,0.0,0.0,0.0,13.01,2020-08-17
2020-02-19,1.471082675397943,1.4462584133946,1.2039442660633293,1.6864716575305359,0.6099185192038308,0.44160039849648147,0.0,0.0,0.0,13.01,2020-08-17
2020-02-20,1.467623158925894,1.4487514322581105,1.212675122456505,1.6911332936092345,0.6562764812590111,0.4774596711562521,0.0,0.0,0.0,13.01,2020-08-17
2020-02-21,1.4636216686904324,1.4411903863443405,1.2093798108183462,1.6603417927645794,0.704237576829908,0.5147727203541701,0.0,0.0,0.0,13.01,2020-08-17
2020-02-22,1.4623109415242357,1.440016455257811,1.1989521898124578,1.6467010882518893,0.7560765920638125,0.5540296146154188,3.4941891936988947,1.0,1.0,13.01,2020-08-17
2020-02-23,1.4591707593225136,1.4409646216067702,1.1891216154200113,1.6254401047187659,0.8122136432747433,0.5956655774546207,0.0,0.0,0.0,13.01,2020-08-17
2020-02-24,1.4534712068420372,1.4338311180223957,1.2166325126709043,1.6361638966523169,0.8727455712832385,0.6400939038536527,0.0,0.0,1.0,13.01,2020-08-17
2020-02-25,1.449538270985527,1.4372598610022145,1.227285181894592,1.6386008818006457,0.937822988245855,0.6876865245558468,0.0,0.0,0.0,13.01,2020-08-17
2020-02-26,1.4460620088445515,1.429677105667643,1.2231633842496754,1.6225146137695814,1.0074831516283325,0.7387739708699854,0.0,0.0,0.0,13.01,2020-08-17
2020-02-27,1.4424312219237903,1.4277145056697784,1.2438961456382343,1.6177724936389992,1.0819702255760448,0.7936376911873366,0.0,0.0,0.0,13.01,2020-08-17
2020-02-28,1.4373466328974773,1.4231077597282984,1.2247908572466848,1.6026762584262386,1.1616816608561362,0.8525330665701499,0.0,0.0,1.0,13.01,2020-08-17
2020-02-29,1.4328511145100251,1.4237572921340542,1.199672660862609,1.5790591737424764,1.2470053127953704,0.915719231791062,0.0,0.0,0.0,13.01,2020-08-17
2020-03-01,1.4290421409094256,1.4219307087625497,1.224187827957379,1.5832254959102356,1.338069223144052,0.9834717983562764,0.0,0.0,0.0,13.01,2020-08-17
2020-03-02,1.424267104991944,1.4167969245084977,1.2060371162404886,1.5671478002363073,1.4350862474681991,1.0560597425239553,0.0,0.0,0.0,13.01,2020-08-17
2020-03-03,1.4173201689632393,1.4081046364902607,1.2086754821627521,1.5655572192505518,1.5366570404642366,1.1314443096608169,0.0,0.0,0.0,13.01,2020-08-17
2020-03-04,1.4136348701527475,1.4059688156816574,1.251538013057437,1.6004055609883934,1.647125409788642,1.2149526945895206,0.0,0.0,0.0,13.01,2020-08-17
2020-03-05,1.4074633189113845,1.3967094319249953,1.2511845655382516,1.5958597660110534,1.7635876128980552,1.3035918010422127,0.0,0.0,0.0,13.01,2020-08-17
2020-03-06,1.4001887265765334,1.3932622232956293,1.2093722366690285,1.5416145653034623,1.886787503920774,1.3977853394112945,0.0,0.0,1.0,13.01,2020-08-17
2020-03-07,1.396461464613023,1.3910529551254722,1.205031769711501,1.5301826557759275,2.017524966613669,1.4981163391069272,3.4941891936988947,1.0,4.0,13.01,2020-08-17
2020-03-08,1.392192394644693,1.3863623681657573,1.213959083693774,1.532385652542995,2.155730444128601,1.604908175953353,3.4941891936988947,1.0,1.0,13.01,2020-08-17
2020-03-09,1.3856771012465623,1.376258530197424,1.2081261157310015,1.5225465314739957,2.3019405406262248,1.7183751437097738,0.0,0.0,1.0,13.01,2020-08-17
2020-03-10,1.383394515244858,1.3746684393116864,1.206724236091632,1.5203363529921259,2.4569860555351624,1.8387878432943574,0.0,0.0,0.0,13.01,2020-08-17
2020-03-11,1.377991388179464,1.368817272802542,1.2339134473931783,1.5278432291968136,2.6208830447954194,1.9665064463087463,0.0,0.0,2.0,13.01,2020-08-17
2020-03-12,1.3714288426935526,1.3616232725306516,1.1994531321071171,1.4856393173975764,2.7941225089892607,2.1018875253402913,3.4941891936988947,1.0,2.0,13.01,2020-08-17
2020-03-13,1.3676143248240562,1.3600122128847252,1.2067041890794956,1.4918026214253266,2.977079591386475,2.245298370326532,10.482567581096685,3.0,3.0,13.01,2020-08-17
2020-03-14,1.363822659611263,1.3520757112950528,1.2223098556984278,1.5101103427738374,3.1694855982127357,2.397114899342237,3.4941891936988947,1.0,3.0,13.01,2020-08-17
2020-03-15,1.358336850430669,1.3495346750560582,1.2276646165126488,1.504377094891243,3.372034871915984,2.5576508778802913,0.0,0.0,2.0,13.01,2020-08-17
2020-03-16,1.3552684718011665,1.3494483930208303,1.2297559971583276,1.509894445723349,3.585728376866601,2.727231168245066,3.4941891936988947,1.0,4.0,13.01,2020-08-17
2020-03-17,1.349827294389245,1.3483828677988896,1.2030243923489312,1.4696064149406993,3.810566946562087,2.9062586341188474,0.0,0.0,3.0,13.01,2020-08-17
2020-03-18,1.3444526336509741,1.3335816218817278,1.2149040128691848,1.4788339093418377,4.047212509473502,3.0951323544690794,0.0,0.0,3.0,13.01,2020-08-17
2020-03-19,1.339537235344029,1.333924280106252,1.180403209200104,1.4467385790439853,4.296118250649667,3.2942777045677643,0.0,0.0,6.0,13.01,2020-08-17
2020-03-20,1.3327360599127216,1.3250800716394702,1.2076402735398424,1.4676785416853129,4.5570474179634335,3.504136868656739,6.988378387397789,2.0,9.0,13.01,2020-08-17
2020-03-21,1.3254112660633524,1.3208480006485646,1.1913920427408273,1.443373430462858,4.83009099971486,3.725090264928829,3.4941891936988947,1.0,4.0,13.01,2020-08-17
2020-03-22,1.3208261996200752,1.3185003746043533,1.169483930268486,1.4244156699478203,5.114790688805754,3.9574593287034743,0.0,0.0,5.0,13.01,2020-08-17
2020-03-23,1.3151929569848873,1.309885815851617,1.188828584387178,1.4317999844896971,5.410709077075528,4.201458906897186,6.0100054131621,2.0,15.0,13.01,2020-08-17
2020-03-24,1.3103718182472093,1.3073798234278058,1.1860201232571603,1.4321732083493761,5.718967131724586,4.457178671990952,4.292861009401499,2.0,21.0,13.01,2020-08-17
2020-03-25,1.3066147096327174,1.3030213578069072,1.1759048992656456,1.4229057617404048,6.0402798197909755,4.724765383256533,5.634380074839468,2.0,16.0,13.01,2020-08-17
2020-03-26,1.3052477010285726,1.3016787060525346,1.1837777702908436,1.4335840682064112,6.374775984858257,5.004450844471082,3.2196457570511243,1.0,14.0,13.01,2020-08-17
2020-03-27,1.304322438570586,1.299735703199902,1.1666659052527217,1.4137655882496214,6.723471629240479,5.29649692916448,10.482567581096685,3.0,11.0,13.01,2020-08-17
2020-03-28,1.3017454293134225,1.2997795295676622,1.1665405451318325,1.4121974487191244,7.088807270209186,5.60126016307584,6.988378387397789,2.0,10.0,13.01,2020-08-17
2020-03-29,1.2992679332103287,1.2956058701466056,1.1808370965447337,1.4286710001414222,7.473250786229625,5.919361485134639,6.988378387397789,2.0,12.0,13.01,2020-08-17
2020-03-30,1.3000598524985332,1.2935079745485143,1.1858878511030435,1.418776510655244,7.876955441795349,6.251743277877536,13.976756774795579,4.0,11.0,13.01,2020-08-17
2020-03-31,1.299127600796976,1.2965878158052915,1.1779580845230693,1.4132984577086762,8.299709285634258,6.599420902752662,17.336554076429135,5.0,13.0,13.01,2020-08-17
2020-04-01,1.2959969669594482,1.293921611415156,1.180533541169299,1.40788661862562,8.744578978392065,6.9633160101757055,0.0,0.0,9.0,13.01,2020-08-17
