date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,estado,fecha_estimado
2020-02-24,1.5546430534416293,1.5392459381971562,1.3074935987206968,1.764271891616704,6.994428044422983,0.0,0.0,0.0,0.0,Querétaro,2020-08-13
2020-02-25,1.5450312796433252,1.5313766879747661,1.3274402421691378,1.7535577952039796,0.07761305896055581,0.7378228237170794,0.0,0.0,0.0,Querétaro,2020-08-13
2020-02-26,1.5344496688006835,1.522183735690472,1.296851129376643,1.7240687595577964,1.1004472716476459,1.0245081914721093,0.0,0.0,0.0,Querétaro,2020-08-13
2020-02-27,1.5193731992291628,1.5111783388024382,1.2971821684174132,1.6940968495075688,2.0903770698886257,1.1682937496843033,0.0,0.0,0.0,Querétaro,2020-08-13
2020-02-28,1.5059648600162672,1.5047325882283498,1.318900356692623,1.707970946803708,2.270507124528317,1.3362968838610847,0.0,0.0,0.0,Querétaro,2020-08-13
2020-02-29,1.4951235860164374,1.4940443558737555,1.2846334692004244,1.6550462383781201,2.315419467570427,1.5191108117650955,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-01,1.485122993798592,1.4778142977939444,1.3017668748051847,1.6568803042025844,2.4867497904171816,1.6951633506338297,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-02,1.4719846991510113,1.4692578915080423,1.2768719620354279,1.6270767598420448,2.712459629024475,1.8680862724492258,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-03,1.4501405423901497,1.4375696737013932,1.2859914089550233,1.624536319067601,2.9400659194584913,2.0458099578342823,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-04,1.4346047426336153,1.4343698000768996,1.2663539988887367,1.5968719245859262,3.1727215453091464,2.231825807276008,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-05,1.419555027819583,1.4151077573393902,1.2344552583695247,1.5453295256096322,3.41682137663883,2.427435266157522,4.597155688805649,1.0,3.0,Querétaro,2020-08-13
2020-03-06,1.4034459920961693,1.3974695505748058,1.2338448617859012,1.547948394630844,3.672222111569806,2.633461602272012,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-07,1.3871497423668058,1.3867700663929035,1.213529547000263,1.5164420697054666,3.9386201117088047,2.8504189066669294,0.0,0.0,0.0,Querétaro,2020-08-13
2020-03-08,1.3696002641599694,1.363226128321406,1.2168163765331215,1.5127866082916217,4.21532288388878,3.0785947604523383,4.597155688805649,1.0,2.0,Querétaro,2020-08-13
2020-03-09,1.354122070878539,1.3484881455360749,1.2102593717171122,1.4951022886655176,4.501195651764411,3.318069353668624,4.597155688805649,1.0,2.0,Querétaro,2020-08-13
